"","cause_type","create_time","dataset","drop","causal_strength","finish_time","if_bugs","if_finish","if_writeDown","imc_click","imc_sports","task_id","condition_index","effect_type","cause_num","effect_num","rel_type","intvn"
"1362","c2","10/6/21 14:13","three_pos_9_3_3_9.csv",0,4,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e1",2,1,"nonVeridical","1"
"1363","c3","10/6/21 14:13","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e2",3,2,"nonVeridical","0"
"1364","c1","10/6/21 14:13","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e2",1,2,"nonVeridical","2"
"1365","c2","10/6/21 14:13","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e2",2,2,"veridical","1"
"1366","c3","10/6/21 14:13","three_pos_9_3_3_9.csv",0,6,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e3",3,3,"veridical","0"
"1367","c1","10/6/21 14:13","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e3",1,3,"nonVeridical","2"
"1368","c2","10/6/21 14:13","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:31","0","Finish","0",0,"","t8lcqWs4a3kXH01E4S6F",2,"e3",2,3,"nonVeridical","1"
"1369","c2","10/6/21 14:13","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e1",2,1,"nonVeridical","1"
"1370","c3","10/6/21 14:13","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e1",3,1,"nonVeridical","0"
"1371","c1","10/6/21 14:13","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e1",1,1,"veridical","2"
"1372","c2","10/6/21 14:13","three_pos_10_2_0_12.csv",0,4,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e2",2,2,"veridical","1"
"1373","c3","10/6/21 14:13","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e2",3,2,"nonVeridical","0"
"1374","c1","10/6/21 14:13","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e2",1,2,"nonVeridical","2"
"1375","c2","10/6/21 14:13","three_pos_10_2_0_12.csv",0,7,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e3",2,3,"nonVeridical","1"
"1376","c3","10/6/21 14:13","three_pos_10_2_0_12.csv",0,4,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e3",3,3,"veridical","0"
"1377","c1","10/6/21 14:13","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:30","1","Finish","2",0,"football_tennis_soccer_basketball_snowboarding_skiing_cycling_running_hockey","xoVXKaTew2otjFcUHVYX",1,"e3",1,3,"nonVeridical","2"
"1378","c1","10/6/21 14:14","three_pos_8_4_0_12.csv",0,10,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e1",1,1,"veridical","2"
"1379","c2","10/6/21 14:14","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e1",2,1,"nonVeridical","1"
"1380","c3","10/6/21 14:14","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e1",3,1,"nonVeridical","0"
"1381","c1","10/6/21 14:14","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e2",1,2,"nonVeridical","2"
"1382","c2","10/6/21 14:14","three_pos_8_4_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e2",2,2,"veridical","1"
"1383","c3","10/6/21 14:14","three_pos_8_4_0_12.csv",0,4,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e2",3,2,"nonVeridical","0"
"1384","c1","10/6/21 14:14","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e3",1,3,"nonVeridical","2"
"1385","c2","10/6/21 14:14","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e3",2,3,"nonVeridical","1"
"1386","c3","10/6/21 14:14","three_pos_8_4_0_12.csv",0,10,"10/6/21 14:23","0","Finish","0",1,"","sFdYyUyr0IsZkYiobJpq",3,"e3",3,3,"veridical","0"
"1387","c3","10/6/21 14:14","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e1",3,1,"nonVeridical","0"
"1388","c2","10/6/21 14:14","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e1",2,1,"nonVeridical","1"
"1389","c1","10/6/21 14:14","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e1",1,1,"veridical","2"
"1390","c3","10/6/21 14:14","three_pos_9_3_3_9.csv",0,6,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e2",3,2,"nonVeridical","0"
"1391","c2","10/6/21 14:14","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e2",2,2,"veridical","1"
"1392","c1","10/6/21 14:14","three_pos_9_3_3_9.csv",0,4,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e2",1,2,"nonVeridical","2"
"1393","c3","10/6/21 14:14","three_pos_9_3_3_9.csv",0,6,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e3",3,3,"veridical","0"
"1394","c2","10/6/21 14:14","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e3",2,3,"nonVeridical","1"
"1395","c1","10/6/21 14:14","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:25","0","Finish","0",1,"","RhwHt4emjBc9iFPOT7Pa",1,"e3",1,3,"nonVeridical","2"
"1396","c2","10/6/21 14:14","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e1",2,1,"nonVeridical","1"
"1397","c1","10/6/21 14:14","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e1",1,1,"veridical","2"
"1398","c3","10/6/21 14:14","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e1",3,1,"nonVeridical","0"
"1399","c2","10/6/21 14:14","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e2",2,2,"veridical","1"
"1400","c1","10/6/21 14:14","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e2",1,2,"nonVeridical","2"
"1401","c3","10/6/21 14:14","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e2",3,2,"nonVeridical","0"
"1402","c2","10/6/21 14:14","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e3",2,3,"nonVeridical","1"
"1403","c1","10/6/21 14:14","three_pos_10_2_0_12.csv",0,3,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e3",1,3,"nonVeridical","2"
"1404","c3","10/6/21 14:14","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:23","0","Finish","0",1,"","rwFM6OmZSSBBH5E3JbvA",2,"e3",3,3,"veridical","0"
"1405","c3","10/6/21 14:14","three_pos_9_3_3_9.csv",0,2,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e1",3,1,"nonVeridical","0"
"1406","c2","10/6/21 14:14","three_pos_9_3_3_9.csv",0,6,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e1",2,1,"nonVeridical","1"
"1407","c1","10/6/21 14:14","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e1",1,1,"veridical","2"
"1408","c3","10/6/21 14:14","three_pos_9_3_3_9.csv",0,6,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e2",3,2,"nonVeridical","0"
"1409","c2","10/6/21 14:14","three_pos_9_3_3_9.csv",0,9,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e2",2,2,"veridical","1"
"1410","c1","10/6/21 14:14","three_pos_9_3_3_9.csv",0,0,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e2",1,2,"nonVeridical","2"
"1411","c3","10/6/21 14:14","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e3",3,3,"veridical","0"
"1412","c2","10/6/21 14:14","three_pos_9_3_3_9.csv",0,2,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e3",2,3,"nonVeridical","1"
"1413","c1","10/6/21 14:14","three_pos_9_3_3_9.csv",0,2,"10/6/21 14:24","0","Finish","0",1,"","nK4pLs5URmynDXVPmZ4I",3,"e3",1,3,"nonVeridical","2"
"1414","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,9,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e1",2,1,"nonVeridical","1"
"1415","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e1",1,1,"veridical","2"
"1416","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,3,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e1",3,1,"nonVeridical","0"
"1417","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,2,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e2",2,2,"veridical","1"
"1418","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e2",1,2,"nonVeridical","2"
"1419","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,5,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e2",3,2,"nonVeridical","0"
"1420","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,3,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e3",2,3,"nonVeridical","1"
"1421","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,1,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e3",1,3,"nonVeridical","2"
"1422","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,8,"10/6/21 14:21","0","Finish","0",1,"","JHy7exGFpUsb1v00nlrn",1,"e3",3,3,"veridical","0"
"1423","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,6,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e1",3,1,"nonVeridical","0"
"1424","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,8,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e1",1,1,"veridical","2"
"1425","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,0,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e1",2,1,"nonVeridical","1"
"1426","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,8,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e2",3,2,"nonVeridical","0"
"1427","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,2,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e2",1,2,"nonVeridical","2"
"1428","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,9,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e2",2,2,"veridical","1"
"1429","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,10,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e3",3,3,"veridical","0"
"1430","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,10,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e3",1,3,"nonVeridical","2"
"1431","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,8,"10/6/21 14:36","0","Finish","0",1,"","0rVSrHBxWzxpsNkIkZOR",2,"e3",2,3,"nonVeridical","1"
"1432","c3","10/6/21 14:15","three_pos_10_2_0_12.csv",0,7,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e1",3,1,"nonVeridical","0"
"1433","c1","10/6/21 14:15","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e1",1,1,"veridical","2"
"1434","c2","10/6/21 14:15","three_pos_10_2_0_12.csv",0,4,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e1",2,1,"nonVeridical","1"
"1435","c3","10/6/21 14:15","three_pos_10_2_0_12.csv",0,9,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e2",3,2,"nonVeridical","0"
"1436","c1","10/6/21 14:15","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e2",1,2,"nonVeridical","2"
"1437","c2","10/6/21 14:15","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e2",2,2,"veridical","1"
"1438","c3","10/6/21 14:15","three_pos_10_2_0_12.csv",0,8,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e3",3,3,"veridical","0"
"1439","c1","10/6/21 14:15","three_pos_10_2_0_12.csv",0,8,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e3",1,3,"nonVeridical","2"
"1440","c2","10/6/21 14:15","three_pos_10_2_0_12.csv",0,6,"10/6/21 14:24","0","Finish","0",1,"","FQkSxzVDATHMo20DKsug",1,"e3",2,3,"nonVeridical","1"
"1441","c2","10/6/21 14:15","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e1",2,1,"nonVeridical","1"
"1442","c3","10/6/21 14:15","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e1",3,1,"nonVeridical","0"
"1443","c1","10/6/21 14:15","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e1",1,1,"veridical","2"
"1444","c2","10/6/21 14:15","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e2",2,2,"veridical","1"
"1445","c3","10/6/21 14:15","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e2",3,2,"nonVeridical","0"
"1446","c1","10/6/21 14:15","three_pos_9_3_3_9.csv",0,6,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e2",1,2,"nonVeridical","2"
"1447","c2","10/6/21 14:15","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e3",2,3,"nonVeridical","1"
"1448","c3","10/6/21 14:15","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e3",3,3,"veridical","0"
"1449","c1","10/6/21 14:15","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:34","0","Finish","0",0,"running","7PbbOdd0gJVHd5s2vGzn",2,"e3",1,3,"nonVeridical","2"
"1450","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,4,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e1",2,1,"nonVeridical","1"
"1451","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,5,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e1",3,1,"nonVeridical","0"
"1452","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,7,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e1",1,1,"veridical","2"
"1453","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,8,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e2",2,2,"veridical","1"
"1454","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,3,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e2",3,2,"nonVeridical","0"
"1455","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,3,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e2",1,2,"nonVeridical","2"
"1456","c2","10/6/21 14:15","three_pos_8_4_0_12.csv",0,3,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e3",2,3,"nonVeridical","1"
"1457","c3","10/6/21 14:15","three_pos_8_4_0_12.csv",0,8,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e3",3,3,"veridical","0"
"1458","c1","10/6/21 14:15","three_pos_8_4_0_12.csv",0,1,"10/6/21 14:27","0","Finish","0",1,"","Ez88Ag6hC3KBke2Om3x3",1,"e3",1,3,"nonVeridical","2"
"1459","c1","10/6/21 14:16","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e1",1,1,"veridical","2"
"1460","c2","10/6/21 14:16","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e1",2,1,"nonVeridical","1"
"1461","c3","10/6/21 14:16","three_pos_10_2_0_12.csv",0,10,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e1",3,1,"nonVeridical","0"
"1462","c1","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e2",1,2,"nonVeridical","2"
"1463","c2","10/6/21 14:16","three_pos_10_2_0_12.csv",0,8,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e2",2,2,"veridical","1"
"1464","c3","10/6/21 14:16","three_pos_10_2_0_12.csv",0,10,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e2",3,2,"nonVeridical","0"
"1465","c1","10/6/21 14:16","three_pos_10_2_0_12.csv",0,2,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e3",1,3,"nonVeridical","2"
"1466","c2","10/6/21 14:16","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e3",2,3,"nonVeridical","1"
"1467","c3","10/6/21 14:16","three_pos_10_2_0_12.csv",0,5,"10/6/21 14:29","0","Finish","0",1,"","Tw2zT4lgx7Sf1bnPAdHM",3,"e3",3,3,"veridical","0"
"1468","c2","10/6/21 14:16","three_pos_9_3_3_9.csv",0,2,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e1",2,1,"nonVeridical","1"
"1469","c3","10/6/21 14:16","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e1",3,1,"nonVeridical","0"
"1470","c1","10/6/21 14:16","three_pos_9_3_3_9.csv",0,1,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e1",1,1,"veridical","2"
"1471","c2","10/6/21 14:16","three_pos_9_3_3_9.csv",0,10,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e2",2,2,"veridical","1"
"1472","c3","10/6/21 14:16","three_pos_9_3_3_9.csv",0,1,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e2",3,2,"nonVeridical","0"
"1473","c1","10/6/21 14:16","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e2",1,2,"nonVeridical","2"
"1474","c2","10/6/21 14:16","three_pos_9_3_3_9.csv",0,4,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e3",2,3,"nonVeridical","1"
"1475","c3","10/6/21 14:16","three_pos_9_3_3_9.csv",0,8,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e3",3,3,"veridical","0"
"1476","c1","10/6/21 14:16","three_pos_9_3_3_9.csv",0,1,"10/6/21 14:28","0","Finish","0",1,"","Hy5biHfb0rITCClMp6QW",3,"e3",1,3,"nonVeridical","2"
"1477","c2","10/6/21 14:16","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e1",2,1,"nonVeridical","1"
"1478","c1","10/6/21 14:16","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e1",1,1,"veridical","2"
"1479","c3","10/6/21 14:16","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e1",3,1,"nonVeridical","0"
"1480","c2","10/6/21 14:16","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e2",2,2,"veridical","1"
"1481","c1","10/6/21 14:16","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e2",1,2,"nonVeridical","2"
"1482","c3","10/6/21 14:16","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e2",3,2,"nonVeridical","0"
"1483","c2","10/6/21 14:16","three_pos_9_3_3_9.csv",0,5,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e3",2,3,"nonVeridical","1"
"1484","c1","10/6/21 14:16","three_pos_9_3_3_9.csv",0,3,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e3",1,3,"nonVeridical","2"
"1485","c3","10/6/21 14:16","three_pos_9_3_3_9.csv",0,7,"10/6/21 14:40","0","Finish","0",1,"","y6qQH06vtcX6eXgfVPPm",1,"e3",3,3,"veridical","0"
"1486","c2","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e1",2,1,"nonVeridical","1"
"1487","c1","10/6/21 14:16","three_pos_10_2_0_12.csv",0,9,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e1",1,1,"veridical","2"
"1488","c3","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e1",3,1,"nonVeridical","0"
"1489","c2","10/6/21 14:16","three_pos_10_2_0_12.csv",0,9,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e2",2,2,"veridical","1"
"1490","c1","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e2",1,2,"nonVeridical","2"
"1491","c3","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e2",3,2,"nonVeridical","0"
"1492","c2","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e3",2,3,"nonVeridical","1"
"1493","c1","10/6/21 14:16","three_pos_10_2_0_12.csv",0,0,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e3",1,3,"nonVeridical","2"
"1494","c3","10/6/21 14:16","three_pos_10_2_0_12.csv",0,9,"10/6/21 14:25","0","Finish","0",1,"","frwfo8DUTXJP7FbIbkAv",2,"e3",3,3,"veridical","0"
"1495","c3","10/6/21 14:17","three_pos_8_4_0_12.csv",0,2,"10/6/21 14:32","0","Finish","0",1,"","0Jaqc9PULlQHZAOt4rA6",2,"e1",3,1,"nonVeridical","0"
"1496","c1","10/6/21 14:17","three_pos_8_4_0_12.csv",0,6,"10/6/21 14:32","0","Finish","0",1,"","0Jaqc9PULlQHZAOt4rA6",2,"e1",1,1,"veridical","2"
